Date,Nitrate concentration,Plate,Mode,Ecotype,Seed number for the specific concentration,Annotation,Annotator,Seed number on the plate ,"Image number
on the plate ",Stitched,reason for unusability of images ,Comment,Split_1,Split_2,Split_3
20250409,N32,13,L,Col-0*,_015,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N32,13,L,Col-0*,_016,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N32,13,L,Col-0*,_017,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N32,13,L,id2-3,_012,yes,Mellanie Martin,000013,000013,no_need,,,training,training,training
20250409,N32,13,L,id2-3,_013,yes,Mellanie Martin,000014,000014,no_need,,,training,training,training
20250409,N32,13,L,id2-3,_014,yes,Mellanie Martin,000015,000015,no_need,,,training,training,training
20250409,N32,13,L,id2-3,_015,yes,Mellanie Martin,000016,000016,no_need,,,training,training,training
20250409,N32,13,L,id2-3,_016,yes,Mellanie Martin,000017,000017,no_need,,,training,training,training
20250409,N32,13,L,id2-3,x,yes,Mellanie Martin,000018,000018,no_need,1. no germination of seedling,,ignore,ignore,ignore
20250409,N64,14,L,Col-0*,_012,yes,Mellanie Martin,000001,000001,no_need,,,training,training,training
20250409,N64,14,L,Col-0*,_013,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N64,14,L,Col-0*,_014,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
20250409,N64,14,L,Col-0*,_015,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N64,14,L,Col-0*,_016,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N64,14,L,Col-0*,_017,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N64,14,L,id2-3,_011,yes,Mellanie Martin,000013,000013,no_need,,,training,training,training
20250409,N64,14,L,id2-3,_012,yes,Mellanie Martin,000014,000014,no_need,,,training,training,training
20250409,N64,14,L,id2-3,x,yes,Mellanie Martin,000015,000015,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N64,14,L,id2-3,_013,yes,Mellanie Martin,000016,000016,no_need,,,training,training,training
20250409,N64,14,L,id2-3,_014,yes,Mellanie Martin,000017,000017,no_need,,,training,training,training
20250409,N64,14,L,id2-3,_015,yes,Mellanie Martin,000018,000018,no_need,,,training,training,training
20250409,N128,15,L,Col-0*,_009,yes,Mellanie Martin,000001,000001,no_need,,,training,training,training
20250409,N128,15,L,Col-0*,_010,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N128,15,L,Col-0*,_011,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
20250409,N128,15,L,Col-0*,_012,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N128,15,L,Col-0*,_013,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N128,15,L,Col-0*,x,yes,Mellanie Martin,000006,000006,no_need,4. dried out root/ root grew in the air,,ignore,ignore,ignore
20250409,N128,15,L,id2-3,_010,yes,Mellanie Martin,000013,000013,no_need,,,training,training,training
20250409,N128,15,L,id2-3,x,yes,Mellanie Martin,000014,000014,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N128,15,L,id2-3,_011,yes,Mellanie Martin,000015,000015,no_need,,,training,training,training
20250409,N128,15,L,id2-3,_012,yes,Mellanie Martin,000016,000016,no_need,,,training,training,training
20250409,N128,15,L,id2-3,_013,yes,Mellanie Martin,000017,000017,no_need,,,training,training,training
20250409,N128,15,L,id2-3,_014,yes,Mellanie Martin,000018,000018,no_need,,,training,training,training
20250409,N4,16,L,id2-3,_017,yes,Mellanie Martin,000001,000001,no_need,,,training,training,training
20250409,N4,16,L,id2-3,_018,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N4,16,L,id2-3,_019,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
20250409,N4,16,L,id2-3,_020,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N4,16,L,id2-3,_021,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N4,16,L,id2-3,_022,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N4,16,L,Col-0*,_016,yes,Mellanie Martin,000007,000007,no_need,,,training,training,training
20250409,N4,16,L,Col-0*,_017,yes,Mellanie Martin,000008,000008,no_need,,,training,training,training
20250409,N4,16,L,Col-0*,_018,yes,Mellanie Martin,000009,000009,no_need,,,training,training,training
20250409,N4,16,L,Col-0*,_019,yes,Mellanie Martin,000010,000010,no_need,,,training,training,training
20250409,N4,16,L,Col-0*,_020,yes,Mellanie Martin,000011,000011,no_need,,,training,training,training
20250409,N4,16,L,Col-0*,_021,yes,Mellanie Martin,000012,000012,no_need,,,training,training,training
20250409,N16,17,L,id2-3,_017,yes,Mellanie Martin,000001,000001,no_need,,,training,training,training
20250409,N16,17,L,id2-3,_018,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N16,17,L,id2-3,x,yes,Mellanie Martin,000003,000003,no_need,1. no germination of seedling,,ignore,ignore,ignore
20250409,N16,17,L,id2-3,x,yes,Mellanie Martin,000004,000004,no_need,2. underdeveloped/germling too small,,ignore,ignore,ignore
20250409,N16,17,L,id2-3,_019,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N16,17,L,id2-3,_020,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N16,17,L,Col-0*,_018,yes,Mellanie Martin,000007,000007,no_need,,,training,training,training
20250409,N16,17,L,Col-0*,_019,yes,Mellanie Martin,000008,000008,no_need,,,training,training,training
20250409,N16,17,L,Col-0*,_020,yes,Mellanie Martin,000009,000009,no_need,,,training,training,training
20250409,N16,17,L,Col-0*,_021,yes,Mellanie Martin,000010,000010,no_need,,,training,training,training
20250409,N16,17,L,Col-0*,_022,yes,Mellanie Martin,000011,000011,no_need,,,training,training,training
20250409,N16,17,L,Col-0*,_023,yes,Mellanie Martin,000012,000012,no_need,,,training,training,training
20250409,N32,18,L,id2-3,_017,yes,Mellanie Martin,000001,000001,no_need,,,training,training,training
20250409,N32,18,L,id2-3,_018,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N32,18,L,id2-3,x,yes,Mellanie Martin,000003,000003,no_need,4. dried out root/ root grew in the air,,ignore,ignore,ignore
20250409,N32,18,L,id2-3,_019,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N32,18,L,id2-3,_020,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N32,18,L,id2-3,_021,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N32,18,L,Col-0*,_018,yes,Mellanie Martin,000007,000007,no_need,,,training,training,training
20250409,N32,18,L,Col-0*,_019,yes,Mellanie Martin,000008,000008,no_need,,,training,training,training
20250409,N32,18,L,Col-0*,_020,yes,Mellanie Martin,000009,000009,no_need,,,training,training,training
20250409,N32,18,L,Col-0*,x,yes,Mellanie Martin,000010,000010,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N32,18,L,Col-0*,x,yes,Mellanie Martin,000011,000011,no_need,1. no germination of seedling,,ignore,ignore,ignore
20250409,N32,18,L,Col-0*,_021,yes,Mellanie Martin,000012,000012,no_need,,,training,training,training
20250409,N64,19,L,id2-3,_016,yes,Mellanie Martin,000001,000001,no_need,,,training,training,training
20250409,N64,19,L,id2-3,x,yes,Mellanie Martin,000002,000002,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N64,19,L,id2-3,_017,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
20250409,N64,19,L,id2-3,_018,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N64,19,L,id2-3,_019,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N64,19,L,id2-3,_020,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N64,19,L,Col-0*,_018,yes,Mellanie Martin,000007,000007,no_need,,,training,training,training
20250409,N64,19,L,Col-0*,_019,yes,Mellanie Martin,000008,000008,no_need,,,training,training,training
20250409,N64,19,L,Col-0*,_020,yes,Mellanie Martin,000009,000009,no_need,,,training,training,training
20250409,N64,19,L,Col-0*,_021,yes,Mellanie Martin,000010,000010,no_need,,,training,training,training
20250409,N64,19,L,Col-0*,x,yes,Mellanie Martin,000011,000011,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N64,19,L,Col-0*,_022,yes,Mellanie Martin,000012,000012,no_need,,,training,training,training
20250409,N128,20,L,id2-3,x,yes,Mellanie Martin,000001,000001,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N128,20,L,id2-3,_015,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N128,20,L,id2-3,_016,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
20250409,N128,20,L,id2-3,_017,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N128,20,L,id2-3,_018,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N128,20,L,id2-3,_019,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N128,20,L,Col-0*,x,yes,Mellanie Martin,000007,000007,no_need,1. no germination of seedling,,ignore,ignore,ignore
20250409,N128,20,L,Col-0*,_014,yes,Mellanie Martin,000008,000008,no_need,,,training,training,training
20250409,N128,20,L,Col-0*,_015,yes,Mellanie Martin,000009,000009,no_need,,,training,training,training
20250409,N128,20,L,Col-0*,_016,yes,Mellanie Martin,000010,000010,no_need,,,training,training,training
20250409,N128,20,L,Col-0*,_017,yes,Mellanie Martin,000011,000011,no_need,,,training,training,training
20250409,N128,20,L,Col-0*,_018,yes,Mellanie Martin,000012,000012,no_need,,,training,training,training
20250409,N4,21,L,Col-0*,x,yes,Mellanie Martin,000001,000001,no_need,4. dried out root/ root grew in the air,,ignore,ignore,ignore
20250409,N4,21,L,Col-0*,_022,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N4,21,L,Col-0*,_023,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
20250409,N4,21,L,Col-0*,_024,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N4,21,L,Col-0*,_025,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N4,21,L,Col-0*,_026,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N4,21,L,id2-3,_023,yes,Mellanie Martin,000007,000007,no_need,,,training,training,training
20250409,N4,21,L,id2-3,_024,yes,Mellanie Martin,000008,000008,no_need,,,training,training,training
20250409,N4,21,L,id2-3,_025,yes,Mellanie Martin,000009,000009,no_need,,,training,training,training
20250409,N4,21,L,id2-3,_026,yes,Mellanie Martin,000010,000010,no_need,,,training,training,training
20250409,N4,21,L,id2-3,_027,yes,Mellanie Martin,000011,000011,no_need,,,training,training,training
20250409,N4,21,L,id2-3,_028,yes,Mellanie Martin,000012,000012,no_need,,,training,training,training
20250409,N16,22,L,Col-0*,x,yes,Mellanie Martin,000001,000001,no_need,2. underdeveloped/germling too small,,ignore,ignore,ignore
20250409,N16,22,L,Col-0*,x,yes,Mellanie Martin,000002,000002,no_need,1. no germination of seedling,,ignore,ignore,ignore
20250409,N16,22,L,Col-0*,_024,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
20250409,N16,22,L,Col-0*,_025,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N16,22,L,Col-0*,_026,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N16,22,L,Col-0*,_027,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N16,22,L,id2-3,_021,yes,Mellanie Martin,000007,000007,no_need,,,training,training,training
20250409,N16,22,L,id2-3,_022,yes,Mellanie Martin,000008,000008,no_need,,,training,training,training
20250409,N16,22,L,id2-3,_023,yes,Mellanie Martin,000009,000009,no_need,,,training,training,training
20250409,N16,22,L,id2-3,_024,yes,Mellanie Martin,000010,000010,no_need,,,training,training,training
20250409,N16,22,L,id2-3,_025,yes,Mellanie Martin,000011,000011,no_need,,,training,training,training
20250409,N16,22,L,id2-3,_026,yes,Mellanie Martin,000012,000012,no_need,,,training,training,training
20250409,N32,23,L,Col-0*,x,yes,Mellanie Martin,000001,000001,no_need,2. underdeveloped/germling too small,,ignore,ignore,ignore
20250409,N32,23,L,Col-0*,_022,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N32,23,L,Col-0*,_023,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
20250409,N32,23,L,Col-0*,_024,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N32,23,L,Col-0*,_025,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N32,23,L,Col-0*,_026,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N32,23,L,id2-3,_022,yes,Mellanie Martin,000007,000007,no_need,,,training,training,training
20250409,N32,23,L,id2-3,_023,yes,Mellanie Martin,000008,000008,no_need,,,training,training,training
20250409,N32,23,L,id2-3,x,yes,Mellanie Martin,000009,000009,no_need,1. no germination of seedling,,ignore,ignore,ignore
20250409,N32,23,L,id2-3,x,yes,Mellanie Martin,000010,000010,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N32,23,L,id2-3,x,yes,Mellanie Martin,000011,000011,no_need,3. root grew into the agar,,ignore,ignore,ignore
20250409,N32,23,L,id2-3,_024,yes,Mellanie Martin,000012,000012,no_need,,,training,training,training
20250409,N64,24,L,Col-0*,_023,yes,Mellanie Martin,000001,000001,no_need,,,training,training,training
20250409,N64,24,L,Col-0*,_024,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N64,24,L,Col-0*,_025,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
20250409,N64,24,L,Col-0*,_026,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N64,24,L,Col-0*,_027,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N64,24,L,Col-0*,_028,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N64,24,L,id2-3,x,yes,Mellanie Martin,000007,000007,no_need,1. no germination of seedling,,ignore,ignore,ignore
20250409,N64,24,L,id2-3,_021,yes,Mellanie Martin,000008,000008,no_need,,,training,training,training
20250409,N64,24,L,id2-3,_022,yes,Mellanie Martin,000009,000009,no_need,,,training,training,training
20250409,N64,24,L,id2-3,_023,yes,Mellanie Martin,000010,000010,no_need,,,training,training,training
20250409,N64,24,L,id2-3,_024,yes,Mellanie Martin,000011,000011,no_need,,,training,training,training
20250409,N64,24,L,id2-3,_025,yes,Mellanie Martin,000012,000012,no_need,,,training,training,training
20250409,N128,25,L,Col-0*,_019,yes,Mellanie Martin,000001,000001,no_need,,,training,training,training
20250409,N128,25,L,Col-0*,_020,yes,Mellanie Martin,000002,000002,no_need,,,training,training,training
20250409,N128,25,L,Col-0*,_021,yes,Mellanie Martin,000003,000003,no_need,,,training,training,training
20250409,N128,25,L,Col-0*,_022,yes,Mellanie Martin,000004,000004,no_need,,,training,training,training
20250409,N128,25,L,Col-0*,_023,yes,Mellanie Martin,000005,000005,no_need,,,training,training,training
20250409,N128,25,L,Col-0*,_024,yes,Mellanie Martin,000006,000006,no_need,,,training,training,training
20250409,N128,25,L,id2-3,_020,yes,Mellanie Martin,000007,000007,no_need,,,training,training,training
20250409,N128,25,L,id2-3,_021,yes,Mellanie Martin,000008,000008,no_need,,,training,training,training
20250409,N128,25,L,id2-3,_022,yes,Mellanie Martin,000009,000009,no_need,,,training,training,training
20250409,N128,25,L,id2-3,_023,yes,Mellanie Martin,000010,000010,no_need,,,training,training,training
20250409,N128,25,L,id2-3,_024,yes,Mellanie Martin,000011,000011,no_need,,,training,training,training
20250409,N128,25,L,id2-3,_025,yes,Mellanie Martin,000012,000012,no_need,,,training,training,training
20260305,N4,1,L,Lu4-2,_001,no,,000003,000005,stitched,,,testing,testing,testing
20260305,N4,1,L,Lu4-2,_002,no,,000004,000007,stitched,,,testing,testing,testing
20260305,N4,1,L,Lu4-2,_003,no,,000006,000011,stitched,,,testing,testing,testing
20260305,N4,1,L,UKID93,_001,no,,000008,000015,stitched,,,testing,testing,testing
20260305,N4,1,L,UKID93,_002,no,,000011,000021,stitched,,,testing,testing,testing
20260305,N4,1,L,UKID93,_003,no,,000012,000023,stitched,,,testing,testing,testing
20260305,N4,1,L,Zu-1,_001,no,,000016,000031,stitched,,,testing,testing,testing
20260305,N4,1,L,Zu-1,_002,no,,000017,000033,stitched,,,testing,testing,testing
20260305,N4,6,L,Zu-1,_003,no,,000001,000001,stitched,,,testing,testing,testing
20260305,N4,6,L,Zu-1,_004,no,,000002,000003,stitched,,,testing,testing,training
20260305,N4,6,L,Zu-1,_005,no,,000004,000007,stitched,,,testing,testing,training
20260305,N4,6,L,Zu-1,_006,no,,000005,000009,stitched,,,testing,testing,training
20260305,N4,6,L,Lu4-2,_004,no,,000008,000015,stitched,,,testing,testing,training
20260305,N4,6,L,Lu4-2,_005,no,,000011,000021,stitched,,,testing,testing,training
20260305,N4,6,L,UKID93,_004,no,,000014,000027,stitched,,,testing,testing,training
20260305,N4,6,L,UKID93,_005,no,,000015,000029,stitched,,,testing,testing,training
20260305,N4,6,L,UKID93,_006,no,,000016,000031,stitched,,,testing,testing,training
20260305,N4,6,L,UKID93,_007,no,,000018,000035,stitched,,,testing,testing,training
20260305,N4,11,L,Zu-1,_007,no,,000003,000005,stitched,,,testing,testing,training
20260305,N4,11,L,Zu-1,_008,no,,000005,000009,stitched,,,testing,testing,training
20260305,N4,11,L,UKID93,_008,no,,000011,000021,stitched,,,testing,testing,training
20260305,N4,11,L,UKID93,_009,no,,000012,000023,stitched,,,testing,testing,training
20260305,N4,11,L,Lu4-2,_006,no,,000014,000027,stitched,,,testing,testing,training
20260305,N4,11,L,Lu4-2,_007,no,,000015,000029,stitched,,,testing,testing,training
20260305,N4,11,L,Lu4-2,_008,no,,000016,000031,stitched,,,testing,testing,training
20260305,N4,11,L,Lu4-2,_009,no,,000018,000035,stitched,,,testing,testing,training
20260305,N4,16,L,UKID93,_010,no,,000001,000001,stitched,,,testing,testing,training
20260305,N4,16,L,Zu-1,_009,no,,000007,000013,stitched,,,testing,testing,training
20260305,N4,16,L,Zu-1,_010,no,,000008,000015,stitched,,,testing,testing,training
20260305,N4,16,L,Lu4-2,_011,no,,000013,000025,stitched,,,testing,testing,training
20260311,N4,1,L,Tscha-1,_001,no,,000001,000001,stitched,,,testing,testing,testing
20260311,N4,1,L,Tscha-1,_002,no,,000002,000003,stitched,,,testing,testing,testing
20260311,N4,1,L,Tscha-1,_003,no,,000005,000009,stitched,,,testing,testing,testing
20260311,N4,1,L,Tscha-1,_004,no,,000006,000011,stitched,,,testing,testing,training
20260311,N4,1,L,IP-Cmo-3,_001,no,,000007,000013,stitched,,,testing,testing,testing
20260311,N4,1,L,IP-Cmo-3,_002,no,,000008,000015,stitched,,,testing,testing,testing
20260311,N4,1,L,IP-Cmo-3,_003,no,,000009,000017,stitched,,,testing,testing,testing
20260311,N4,1,L,Kil-0,_001,no,,000013,000025,stitched,,,testing,testing,testing
20260311,N4,1,L,Kil-0,_002,no,,000015,000029,stitched,,,testing,testing,testing
20260311,N4,1,L,Kil-0,_003,no,,000016,000031,stitched,,,testing,testing,testing
20260311,N4,1,L,Kil-0,_004,no,,000017,000033,stitched,,,testing,testing,training
20260311,N4,1,L,Kil-0,_005,no,,000018,000035,stitched,,,testing,testing,training
20260311,N4,6,L,IP-Cmo-3,_004,no,,000002,000003,stitched,,,testing,testing,training
20260311,N4,6,L,IP-Cmo-3,_005,no,,000005,000009,stitched,,,testing,testing,training
20260311,N4,6,L,Kil-0,_006,no,,000007,000013,stitched,,,testing,testing,training
20260311,N4,6,L,Kil-0,_007,no,,000008,000015,stitched,,,testing,testing,training
20260311,N4,6,L,Kil-0,_008,no,,000009,000017,stitched,,,testing,testing,training
20260311,N4,6,L,Kil-0,_009,no,,000010,000019,stitched,,,testing,testing,training
20260311,N4,6,L,Kil-0,_010,no,,000011,000021,stitched,,,testing,testing,training
20260311,N4,6,L,Tscha-1,_005,no,,000013,000025,stitched,,,testing,testing,training
20260311,N4,6,L,Tscha-1,_006,no,,000014,000027,stitched,,,testing,testing,training
20260311,N4,6,L,Tscha-1,_007,no,,000015,000029,stitched,,,testing,testing,training
20260311,N4,6,L,Tscha-1,_008,no,,000016,000031,stitched,,,testing,testing,training
20260311,N4,11,L,Tscha-1,_009,no,,000007,000013,stitched,,,testing,testing,training
20260311,N4,11,L,Tscha-1,_010,no,,000008,000015,stitched,,,testing,testing,training
20260311,N4,11,L,IP-Cmo-3,_006,no,,000014,000027,stitched,,,testing,testing,training
20260311,N4,11,L,IP-Cmo-3,_007,no,,000017,000033,stitched,,,testing,testing,training
20260311,N4,16,L,IP-Cmo-3,_008,no,,000014,000027,stitched,,,testing,testing,training
20260311,N4,16,L,IP-Cmo-3,_009,no,,000018,000035,stitched,,,testing,testing,training
20260318,N4,1,L,IP-Cmo-3,_010,no,,000013,000025,stitched,,,testing,testing,training
20260402,N4,1,L,Lago-1,_001,no,,000011,000021,stitched,,,testing,testing,testing
20260402,N4,1,L,Lago-1,_002,no,,000012,000023,stitched,,,testing,testing,testing
20260402,N4,1,L,Dospa-1,_001,no,,000013,000025,stitched,,,testing,testing,testing
20260402,N4,1,L,Dospa-1,_002,no,,000014,000027,stitched,,,testing,testing,testing
20260402,N4,1,L,Dospa-1,_003,no,,000015,000029,stitched,,,testing,testing,testing
20260402,N4,1,L,Dospa-1,_004,no,,000016,000031,stitched,,,testing,testing,training
20260402,N4,1,L,Dospa-1,_005,no,,000018,000035,stitched,,,testing,testing,training
20260402,N4,6,L,Dospa-1,_006,no,,000007,000013,stitched,,,testing,testing,training
20260402,N4,6,L,Dospa-1,_007,no,,000008,000015,stitched,,,testing,testing,training
20260402,N4,6,L,Dospa-1,_008,no,,000009,000017,stitched,,,testing,testing,training
20260402,N4,6,L,Dospa-1,_009,no,,000010,000019,stitched,,,testing,testing,training
20260402,N4,6,L,Dospa-1,_010,no,,000011,000021,stitched,,,testing,testing,training
20260402,N4,11,L,Lago-1,_003,no,,000003,000005,stitched,,,testing,testing,testing
20260402,N4,16,L,Lago-1,_004,no,,000015,000029,stitched,,,testing,testing,training
20260402,N4,21,L,Lago-1,_005,no,,000007,000013,stitched,,,testing,testing,training
20260402,N4,21,L,Lago-1,_006,no,,000008,000015,stitched,,,testing,testing,training
20260402,N4,21,L,Lago-1,_007,no,,000010,000019,stitched,,,testing,testing,training
20260408,N4,1,L,Hod,_001,no,,000001,000001,stitched,,,testing,testing,testing
20260408,N4,1,L,Hod,_002,no,,000002,000003,stitched,,,testing,testing,testing
20260408,N4,1,L,Hod,_003,no,,000006,000011,stitched,,,testing,testing,testing
20260408,N4,1,L,Lago-1,_008,no,,000008,000015,stitched,,,testing,testing,training
20260408,N4,1,L,Lago-1,_009,no,,000009,000017,stitched,,,testing,testing,training
20260408,N4,1,L,Lago-1,_010,no,,000010,000019,stitched,,,testing,testing,training
20260408,N4,6,L,Hod,_004,no,,000007,000013,stitched,,,testing,testing,training
20260408,N4,6,L,Hod,_005,no,,000010,000019,stitched,,,testing,testing,training
20260408,N4,6,L,Hod,_006,no,,000011,000021,stitched,,,testing,testing,training
20260408,N4,6,L,Hod,_007,no,,000012,000023,stitched,,,testing,testing,training
20260408,N4,11,L,Hod,_008,no,,000013,000025,stitched,,,testing,testing,training
20260408,N4,11,L,Hod,_009,no,,000015,000029,stitched,,,testing,testing,training
20260408,N4,11,L,Hod,_010,no,,000016,000031,stitched,,,testing,testing,training
,,,,,,,,,,,,,,,
,,,,,,,,,,,training,,239,272,524
,,,,,,,,,,,testing,,360,360,108
,,,,,,,,,,,ignore,,154,121,121
